ConditionName,Outcome,CountryName,Date,SourceName,CountValue,TotalPopulation,"Cases Per 100,000",PartOfCumulativeCountSeries
COVID-19,Unspecified,CHINA,2020-02-09,World Health Organization COVID-19 Dashboard,2653,"1,426,106,093",0.186,
COVID-19,Unspecified,CHINA,2020-02-10,World Health Organization COVID-19 Dashboard,2984,"1,426,106,093",0.2092,
COVID-19,Unspecified,CHINA,2020-02-11,World Health Organization COVID-19 Dashboard,2473,"1,426,106,093",0.1734,
COVID-19,Unspecified,CHINA,2020-02-12,World Health Organization COVID-19 Dashboard,2022,"1,426,106,093",0.1418,
COVID-19,Unspecified,CHINA,2020-02-13,World Health Organization COVID-19 Dashboard,15152,"1,426,106,093",1.0625,
COVID-19,Unspecified,CHINA,2020-02-14,World Health Organization COVID-19 Dashboard,4050,"1,426,106,093",0.284,
COVID-19,Unspecified,CHINA,2020-02-15,World Health Organization COVID-19 Dashboard,2644,"1,426,106,093",0.1854,
COVID-19,Unspecified,CHINA,2020-02-16,World Health Organization COVID-19 Dashboard,2008,"1,426,106,093",0.1408,
COVID-19,Unspecified,CHINA,2020-02-17,World Health Organization COVID-19 Dashboard,2051,"1,426,106,093",0.1438,
COVID-19,Unspecified,CHINA,2020-02-18,World Health Organization COVID-19 Dashboard,1893,"1,426,106,093",0.1327,
COVID-19,Unspecified,CHINA,2020-02-19,World Health Organization COVID-19 Dashboard,1750,"1,426,106,093",0.1227,
COVID-19,Unspecified,CHINA,2020-02-20,World Health Organization COVID-19 Dashboard,397,"1,426,106,093",0.0278,
COVID-19,Unspecified,CHINA,2020-02-21,World Health Organization COVID-19 Dashboard,893,"1,426,106,093",0.0626,
COVID-19,Unspecified,CHINA,2020-02-22,World Health Organization COVID-19 Dashboard,825,"1,426,106,093",0.0578,
COVID-19,Unspecified,CHINA,2020-02-23,World Health Organization COVID-19 Dashboard,649,"1,426,106,093",0.0455,
COVID-19,Unspecified,CHINA,2020-02-24,World Health Organization COVID-19 Dashboard,220,"1,426,106,093",0.0154,
COVID-19,Unspecified,CHINA,2020-02-25,World Health Organization COVID-19 Dashboard,517,"1,426,106,093",0.0363,
COVID-19,Unspecified,CHINA,2020-02-26,World Health Organization COVID-19 Dashboard,411,"1,426,106,093",0.0288,
COVID-19,Unspecified,CHINA,2020-02-27,World Health Organization COVID-19 Dashboard,440,"1,426,106,093",0.0309,
COVID-19,Unspecified,CHINA,2020-02-28,World Health Organization COVID-19 Dashboard,329,"1,426,106,093",0.0231,
COVID-19,Unspecified,CHINA,2020-02-29,World Health Organization COVID-19 Dashboard,430,"1,426,106,093",0.0302,
COVID-19,Unspecified,CHINA,2020-03-01,World Health Organization COVID-19 Dashboard,579,"1,426,106,093",0.0406,
COVID-19,Unspecified,CHINA,2020-03-02,World Health Organization COVID-19 Dashboard,206,"1,426,106,093",0.0144,
COVID-19,Unspecified,CHINA,2020-03-03,World Health Organization COVID-19 Dashboard,128,"1,426,106,093",0.009,
COVID-19,Unspecified,CHINA,2020-03-04,World Health Organization COVID-19 Dashboard,120,"1,426,106,093",0.0084,
COVID-19,Unspecified,CHINA,2020-03-05,World Health Organization COVID-19 Dashboard,143,"1,426,106,093",0.01,
COVID-19,Unspecified,CHINA,2020-03-06,World Health Organization COVID-19 Dashboard,145,"1,426,106,093",0.0102,
COVID-19,Unspecified,CHINA,2020-03-07,World Health Organization COVID-19 Dashboard,103,"1,426,106,093",0.0072,
COVID-19,Unspecified,CHINA,2020-03-08,World Health Organization COVID-19 Dashboard,46,"1,426,106,093",0.0032,
COVID-19,Unspecified,CHINA,2020-03-09,World Health Organization COVID-19 Dashboard,45,"1,426,106,093",0.0032,
COVID-19,Unspecified,CHINA,2020-03-10,World Health Organization COVID-19 Dashboard,20,"1,426,106,093",0.0014,
COVID-19,Unspecified,CHINA,2020-03-11,World Health Organization COVID-19 Dashboard,31,"1,426,106,093",0.0022,
COVID-19,Unspecified,CHINA,2020-03-12,World Health Organization COVID-19 Dashboard,25,"1,426,106,093",0.0018,
COVID-19,Unspecified,CHINA,2020-03-13,World Health Organization COVID-19 Dashboard,11,"1,426,106,093",0.0008,
COVID-19,Unspecified,CHINA,2020-03-14,World Health Organization COVID-19 Dashboard,30,"1,426,106,093",0.0021,
COVID-19,Unspecified,CHINA,2020-03-15,World Health Organization COVID-19 Dashboard,27,"1,426,106,093",0.0019,
COVID-19,Unspecified,CHINA,2020-03-16,World Health Organization COVID-19 Dashboard,29,"1,426,106,093",0.002,
COVID-19,Unspecified,CHINA,2020-03-17,World Health Organization COVID-19 Dashboard,40,"1,426,106,093",0.0028,
COVID-19,Unspecified,CHINA,2020-03-18,World Health Organization COVID-19 Dashboard,34,"1,426,106,093",0.0024,
COVID-19,Unspecified,CHINA,2020-03-19,World Health Organization COVID-19 Dashboard,86,"1,426,106,093",0.006,
COVID-19,Unspecified,CHINA,2020-03-20,World Health Organization COVID-19 Dashboard,63,"1,426,106,093",0.0044,
COVID-19,Unspecified,CHINA,2020-03-21,World Health Organization COVID-19 Dashboard,116,"1,426,106,093",0.0081,
COVID-19,Unspecified,CHINA,2020-03-22,World Health Organization COVID-19 Dashboard,82,"1,426,106,093",0.0057,
COVID-19,Unspecified,CHINA,2020-03-23,World Health Organization COVID-19 Dashboard,103,"1,426,106,093",0.0072,
COVID-19,Unspecified,CHINA,2020-03-24,World Health Organization COVID-19 Dashboard,146,"1,426,106,093",0.0102,
COVID-19,Unspecified,CHINA,2020-03-25,World Health Organization COVID-19 Dashboard,101,"1,426,106,093",0.0071,
COVID-19,Unspecified,CHINA,2020-03-26,World Health Organization COVID-19 Dashboard,113,"1,426,106,093",0.0079,
COVID-19,Unspecified,CHINA,2020-03-27,World Health Organization COVID-19 Dashboard,117,"1,426,106,093",0.0082,
COVID-19,Unspecified,CHINA,2020-03-28,World Health Organization COVID-19 Dashboard,135,"1,426,106,093",0.0095,
COVID-19,Unspecified,CHINA,2020-03-29,World Health Organization COVID-19 Dashboard,128,"1,426,106,093",0.009,
COVID-19,Unspecified,CHINA,2020-03-30,World Health Organization COVID-19 Dashboard,106,"1,426,106,093",0.0074,
COVID-19,Unspecified,CHINA,2020-03-31,World Health Organization COVID-19 Dashboard,98,"1,426,106,093",0.0069,
COVID-19,Unspecified,CHINA,2020-04-01,World Health Organization COVID-19 Dashboard,86,"1,426,106,093",0.006,
COVID-19,Unspecified,CHINA,2020-04-02,World Health Organization COVID-19 Dashboard,93,"1,426,106,093",0.0065,
COVID-19,Unspecified,CHINA,2020-04-03,World Health Organization COVID-19 Dashboard,78,"1,426,106,093",0.0055,
COVID-19,Unspecified,CHINA,2020-04-04,World Health Organization COVID-19 Dashboard,73,"1,426,106,093",0.0051,
COVID-19,Unspecified,CHINA,2020-04-05,World Health Organization COVID-19 Dashboard,55,"1,426,106,093",0.0039,
COVID-19,Unspecified,CHINA,2020-04-06,World Health Organization COVID-19 Dashboard,75,"1,426,106,093",0.0053,
COVID-19,Unspecified,CHINA,2020-04-07,World Health Organization COVID-19 Dashboard,67,"1,426,106,093",0.0047,
COVID-19,Unspecified,CHINA,2020-04-08,World Health Organization COVID-19 Dashboard,85,"1,426,106,093",0.006,
COVID-19,Unspecified,CHINA,2020-04-09,World Health Organization COVID-19 Dashboard,92,"1,426,106,093",0.0065,
COVID-19,Unspecified,CHINA,2020-04-10,World Health Organization COVID-19 Dashboard,56,"1,426,106,093",0.0039,
COVID-19,Unspecified,CHINA,2020-04-11,World Health Organization COVID-19 Dashboard,64,"1,426,106,093",0.0045,
COVID-19,Unspecified,CHINA,2020-04-12,World Health Organization COVID-19 Dashboard,113,"1,426,106,093",0.0079,
COVID-19,Unspecified,CHINA,2020-04-13,World Health Organization COVID-19 Dashboard,115,"1,426,106,093",0.0081,
COVID-19,Unspecified,CHINA,2020-04-14,World Health Organization COVID-19 Dashboard,99,"1,426,106,093",0.0069,
COVID-19,Unspecified,CHINA,2020-04-15,World Health Organization COVID-19 Dashboard,49,"1,426,106,093",0.0034,
COVID-19,Unspecified,CHINA,2020-04-16,World Health Organization COVID-19 Dashboard,52,"1,426,106,093",0.0036,
COVID-19,Unspecified,CHINA,2020-04-17,World Health Organization COVID-19 Dashboard,27,"1,426,106,093",0.0019,
COVID-19,Unspecified,CHINA,2020-04-18,World Health Organization COVID-19 Dashboard,356,"1,426,106,093",0.025,
COVID-19,Unspecified,CHINA,2020-04-19,World Health Organization COVID-19 Dashboard,21,"1,426,106,093",0.0015,
COVID-19,Unspecified,CHINA,2020-04-20,World Health Organization COVID-19 Dashboard,36,"1,426,106,093",0.0025,
COVID-19,Unspecified,CHINA,2020-04-21,World Health Organization COVID-19 Dashboard,13,"1,426,106,093",0.0009,
COVID-19,Unspecified,CHINA,2020-04-22,World Health Organization COVID-19 Dashboard,37,"1,426,106,093",0.0026,
COVID-19,Unspecified,CHINA,2020-04-23,World Health Organization COVID-19 Dashboard,15,"1,426,106,093",0.0011,
COVID-19,Unspecified,CHINA,2020-04-24,World Health Organization COVID-19 Dashboard,9,"1,426,106,093",0.0006,
COVID-19,Unspecified,CHINA,2020-04-25,World Health Organization COVID-19 Dashboard,13,"1,426,106,093",0.0009,
COVID-19,Unspecified,CHINA,2020-04-26,World Health Organization COVID-19 Dashboard,14,"1,426,106,093",0.001,
COVID-19,Unspecified,CHINA,2020-04-27,World Health Organization COVID-19 Dashboard,3,"1,426,106,093",0.0002,
COVID-19,Unspecified,CHINA,2020-04-28,World Health Organization COVID-19 Dashboard,6,"1,426,106,093",0.0004,
COVID-19,Unspecified,CHINA,2020-04-29,World Health Organization COVID-19 Dashboard,22,"1,426,106,093",0.0015,
COVID-19,Unspecified,CHINA,2020-04-30,World Health Organization COVID-19 Dashboard,4,"1,426,106,093",0.0003,
COVID-19,Unspecified,CHINA,2020-05-01,World Health Organization COVID-19 Dashboard,12,"1,426,106,093",0.0008,
COVID-19,Unspecified,CHINA,2020-05-02,World Health Organization COVID-19 Dashboard,3,"1,426,106,093",0.0002,
COVID-19,Unspecified,CHINA,2020-05-03,World Health Organization COVID-19 Dashboard,5,"1,426,106,093",0.0004,
COVID-19,Unspecified,CHINA,2020-05-04,World Health Organization COVID-19 Dashboard,7,"1,426,106,093",0.0005,
COVID-19,Unspecified,CHINA,2020-05-05,World Health Organization COVID-19 Dashboard,4,"1,426,106,093",0.0003,
COVID-19,Unspecified,CHINA,2020-05-06,World Health Organization COVID-19 Dashboard,2,"1,426,106,093",0.0001,
COVID-19,Unspecified,CHINA,2020-05-07,World Health Organization COVID-19 Dashboard,3,"1,426,106,093",0.0002,
COVID-19,Unspecified,CHINA,2020-05-08,World Health Organization COVID-19 Dashboard,6,"1,426,106,093",0.0004,
COVID-19,Unspecified,CHINA,2020-05-09,World Health Organization COVID-19 Dashboard,1,"1,426,106,093",0.0001,
COVID-19,Unspecified,CHINA,2020-05-10,World Health Organization COVID-19 Dashboard,14,"1,426,106,093",0.001,
COVID-19,Unspecified,CHINA,2020-05-11,World Health Organization COVID-19 Dashboard,20,"1,426,106,093",0.0014,
COVID-19,Unspecified,CHINA,2020-05-12,World Health Organization COVID-19 Dashboard,1,"1,426,106,093",0.0001,
COVID-19,Unspecified,CHINA,2020-05-13,World Health Organization COVID-19 Dashboard,7,"1,426,106,093",0.0005,
COVID-19,Unspecified,CHINA,2020-05-14,World Health Organization COVID-19 Dashboard,6,"1,426,106,093",0.0004,
COVID-19,Unspecified,CHINA,2020-05-15,World Health Organization COVID-19 Dashboard,5,"1,426,106,093",0.0004,
COVID-19,Unspecified,CHINA,2020-05-16,World Health Organization COVID-19 Dashboard,9,"1,426,106,093",0.0006,
COVID-19,Unspecified,CHINA,2020-05-17,World Health Organization COVID-19 Dashboard,6,"1,426,106,093",0.0004,
COVID-19,Unspecified,CHINA,2020-05-18,World Health Organization COVID-19 Dashboard,10,"1,426,106,093",0.0007,
COVID-19,Unspecified,CHINA,2020-05-19,World Health Organization COVID-19 Dashboard,6,"1,426,106,093",0.0004,
COVID-19,Unspecified,CHINA,2020-05-20,World Health Organization COVID-19 Dashboard,5,"1,426,106,093",0.0004,
COVID-19,Unspecified,CHINA,2020-05-21,World Health Organization COVID-19 Dashboard,2,"1,426,106,093",0.0001,
COVID-19,Unspecified,CHINA,2020-05-22,World Health Organization COVID-19 Dashboard,13,"1,426,106,093",0.0009,
COVID-19,Unspecified,CHINA,2020-05-23,World Health Organization COVID-19 Dashboard,2,"1,426,106,093",0.0001,
COVID-19,Unspecified,CHINA,2020-05-24,World Health Organization COVID-19 Dashboard,3,"1,426,106,093",0.0002,
COVID-19,Unspecified,CHINA,2020-05-25,World Health Organization COVID-19 Dashboard,11,"1,426,106,093",0.0008,
COVID-19,Unspecified,CHINA,2020-05-26,World Health Organization COVID-19 Dashboard,7,"1,426,106,093",0.0005,
COVID-19,Unspecified,CHINA,2020-05-27,World Health Organization COVID-19 Dashboard,1,"1,426,106,093",0.0001,
COVID-19,Unspecified,CHINA,2020-05-28,World Health Organization COVID-19 Dashboard,3,"1,426,106,093",0.0002,
COVID-19,Unspecified,CHINA,2020-05-29,World Health Organization COVID-19 Dashboard,0,"1,426,106,093",0.0,
COVID-19,Unspecified,CHINA,2020-05-30,World Health Organization COVID-19 Dashboard,18,"1,426,106,093",0.0013,
COVID-19,Unspecified,CHINA,2020-05-31,World Health Organization COVID-19 Dashboard,5,"1,426,106,093",0.0004,
COVID-19,Unspecified,CHINA,2020-06-01,World Health Organization COVID-19 Dashboard,18,"1,426,106,093",0.0013,
COVID-19,Unspecified,CHINA,2020-06-02,World Health Organization COVID-19 Dashboard,9,"1,426,106,093",0.0006,
COVID-19,Unspecified,CHINA,2020-06-03,World Health Organization COVID-19 Dashboard,5,"1,426,106,093",0.0004,
COVID-19,Unspecified,CHINA,2020-06-04,World Health Organization COVID-19 Dashboard,1,"1,426,106,093",0.0001,
COVID-19,Unspecified,CHINA,2020-06-05,World Health Organization COVID-19 Dashboard,11,"1,426,106,093",0.0008,
COVID-19,Unspecified,CHINA,2020-06-06,World Health Organization COVID-19 Dashboard,6,"1,426,106,093",0.0004,
COVID-19,Unspecified,CHINA,2020-06-07,World Health Organization COVID-19 Dashboard,9,"1,426,106,093",0.0006,
COVID-19,Unspecified,CHINA,2020-06-08,World Health Organization COVID-19 Dashboard,5,"1,426,106,093",0.0004,
COVID-19,Unspecified,CHINA,2020-06-09,World Health Organization COVID-19 Dashboard,1,"1,426,106,093",0.0001,
COVID-19,Unspecified,CHINA,2020-06-10,World Health Organization COVID-19 Dashboard,6,"1,426,106,093",0.0004,
COVID-19,Unspecified,CHINA,2020-06-11,World Health Organization COVID-19 Dashboard,11,"1,426,106,093",0.0008,
COVID-19,Unspecified,CHINA,2020-06-12,World Health Organization COVID-19 Dashboard,7,"1,426,106,093",0.0005,
COVID-19,Unspecified,CHINA,2020-06-13,World Health Organization COVID-19 Dashboard,12,"1,426,106,093",0.0008,
COVID-19,Unspecified,CHINA,2020-06-14,World Health Organization COVID-19 Dashboard,58,"1,426,106,093",0.0041,
COVID-19,Unspecified,CHINA,2020-06-15,World Health Organization COVID-19 Dashboard,49,"1,426,106,093",0.0034,
COVID-19,Unspecified,CHINA,2020-06-16,World Health Organization COVID-19 Dashboard,45,"1,426,106,093",0.0032,
COVID-19,Unspecified,CHINA,2020-06-17,World Health Organization COVID-19 Dashboard,44,"1,426,106,093",0.0031,
COVID-19,Unspecified,CHINA,2020-06-18,World Health Organization COVID-19 Dashboard,36,"1,426,106,093",0.0025,
COVID-19,Unspecified,CHINA,2020-06-19,World Health Organization COVID-19 Dashboard,37,"1,426,106,093",0.0026,
COVID-19,Unspecified,CHINA,2020-06-20,World Health Organization COVID-19 Dashboard,30,"1,426,106,093",0.0021,
COVID-19,Unspecified,CHINA,2020-06-21,World Health Organization COVID-19 Dashboard,27,"1,426,106,093",0.0019,
COVID-19,Unspecified,CHINA,2020-06-22,World Health Organization COVID-19 Dashboard,21,"1,426,106,093",0.0015,
COVID-19,Unspecified,CHINA,2020-06-23,World Health Organization COVID-19 Dashboard,52,"1,426,106,093",0.0036,
COVID-19,Unspecified,CHINA,2020-06-24,World Health Organization COVID-19 Dashboard,28,"1,426,106,093",0.002,
COVID-19,Unspecified,CHINA,2020-06-25,World Health Organization COVID-19 Dashboard,21,"1,426,106,093",0.0015,
COVID-19,Unspecified,CHINA,2020-06-26,World Health Organization COVID-19 Dashboard,29,"1,426,106,093",0.002,
COVID-19,Unspecified,CHINA,2020-06-27,World Health Organization COVID-19 Dashboard,24,"1,426,106,093",0.0017,
COVID-19,Unspecified,CHINA,2020-06-28,World Health Organization COVID-19 Dashboard,18,"1,426,106,093",0.0013,
COVID-19,Unspecified,CHINA,2020-06-29,World Health Organization COVID-19 Dashboard,14,"1,426,106,093",0.001,
COVID-19,Unspecified,CHINA,2020-06-30,World Health Organization COVID-19 Dashboard,23,"1,426,106,093",0.0016,
COVID-19,Unspecified,CHINA,2020-07-01,World Health Organization COVID-19 Dashboard,5,"1,426,106,093",0.0004,
COVID-19,Unspecified,CHINA,2020-07-02,World Health Organization COVID-19 Dashboard,31,"1,426,106,093",0.0022,
COVID-19,Unspecified,CHINA,2020-07-03,World Health Organization COVID-19 Dashboard,15,"1,426,106,093",0.0011,
COVID-19,Unspecified,CHINA,2020-07-04,World Health Organization COVID-19 Dashboard,9,"1,426,106,093",0.0006,
COVID-19,Unspecified,CHINA,2020-07-05,World Health Organization COVID-19 Dashboard,19,"1,426,106,093",0.0013,
COVID-19,Unspecified,CHINA,2020-07-06,World Health Organization COVID-19 Dashboard,14,"1,426,106,093",0.001,
COVID-19,Unspecified,CHINA,2020-07-07,World Health Organization COVID-19 Dashboard,25,"1,426,106,093",0.0018,
COVID-19,Unspecified,CHINA,2020-07-08,World Health Organization COVID-19 Dashboard,21,"1,426,106,093",0.0015,
COVID-19,Unspecified,CHINA,2020-07-09,World Health Organization COVID-19 Dashboard,33,"1,426,106,093",0.0023,
COVID-19,Unspecified,CHINA,2020-07-10,World Health Organization COVID-19 Dashboard,46,"1,426,106,093",0.0032,
COVID-19,Unspecified,CHINA,2020-07-11,World Health Organization COVID-19 Dashboard,42,"1,426,106,093",0.0029,
COVID-19,Unspecified,CHINA,2020-07-12,World Health Organization COVID-19 Dashboard,35,"1,426,106,093",0.0025,
COVID-19,Unspecified,CHINA,2020-07-13,World Health Organization COVID-19 Dashboard,46,"1,426,106,093",0.0032,
COVID-19,Unspecified,CHINA,2020-07-14,World Health Organization COVID-19 Dashboard,55,"1,426,106,093",0.0039,
COVID-19,Unspecified,CHINA,2020-07-15,World Health Organization COVID-19 Dashboard,54,"1,426,106,093",0.0038,
COVID-19,Unspecified,CHINA,2020-07-16,World Health Organization COVID-19 Dashboard,20,"1,426,106,093",0.0014,
COVID-19,Unspecified,CHINA,2020-07-17,World Health Organization COVID-19 Dashboard,78,"1,426,106,093",0.0055,
COVID-19,Unspecified,CHINA,2020-07-18,World Health Organization COVID-19 Dashboard,82,"1,426,106,093",0.0057,
COVID-19,Unspecified,CHINA,2020-07-19,World Health Organization COVID-19 Dashboard,80,"1,426,106,093",0.0056,
COVID-19,Unspecified,CHINA,2020-07-20,World Health Organization COVID-19 Dashboard,131,"1,426,106,093",0.0092,
COVID-19,Unspecified,CHINA,2020-07-21,World Health Organization COVID-19 Dashboard,84,"1,426,106,093",0.0059,
COVID-19,Unspecified,CHINA,2020-07-22,World Health Organization COVID-19 Dashboard,74,"1,426,106,093",0.0052,
COVID-19,Unspecified,CHINA,2020-07-23,World Health Organization COVID-19 Dashboard,135,"1,426,106,093",0.0095,
COVID-19,Unspecified,CHINA,2020-07-24,World Health Organization COVID-19 Dashboard,139,"1,426,106,093",0.0097,
COVID-19,Unspecified,CHINA,2020-07-25,World Health Organization COVID-19 Dashboard,160,"1,426,106,093",0.0112,
COVID-19,Unspecified,CHINA,2020-07-26,World Health Organization COVID-19 Dashboard,179,"1,426,106,093",0.0126,
COVID-19,Unspecified,CHINA,2020-07-27,World Health Organization COVID-19 Dashboard,189,"1,426,106,093",0.0133,
COVID-19,Unspecified,CHINA,2020-07-28,World Health Organization COVID-19 Dashboard,217,"1,426,106,093",0.0152,
COVID-19,Unspecified,CHINA,2020-07-29,World Health Organization COVID-19 Dashboard,212,"1,426,106,093",0.0149,
COVID-19,Unspecified,CHINA,2020-07-30,World Health Organization COVID-19 Dashboard,223,"1,426,106,093",0.0156,
COVID-19,Unspecified,CHINA,2020-07-31,World Health Organization COVID-19 Dashboard,276,"1,426,106,093",0.0194,
COVID-19,Unspecified,CHINA,2020-08-01,World Health Organization COVID-19 Dashboard,166,"1,426,106,093",0.0116,
COVID-19,Unspecified,CHINA,2020-08-02,World Health Organization COVID-19 Dashboard,180,"1,426,106,093",0.0126,
COVID-19,Unspecified,CHINA,2020-08-03,World Health Organization COVID-19 Dashboard,158,"1,426,106,093",0.0111,
COVID-19,Unspecified,CHINA,2020-08-04,World Health Organization COVID-19 Dashboard,114,"1,426,106,093",0.008,
COVID-19,Unspecified,CHINA,2020-08-05,World Health Organization COVID-19 Dashboard,108,"1,426,106,093",0.0076,
COVID-19,Unspecified,CHINA,2020-08-06,World Health Organization COVID-19 Dashboard,122,"1,426,106,093",0.0086,
COVID-19,Unspecified,CHINA,2020-08-07,World Health Organization COVID-19 Dashboard,133,"1,426,106,093",0.0093,
COVID-19,Unspecified,CHINA,2020-08-08,World Health Organization COVID-19 Dashboard,120,"1,426,106,093",0.0084,
COVID-19,Unspecified,CHINA,2020-08-09,World Health Organization COVID-19 Dashboard,92,"1,426,106,093",0.0065,
COVID-19,Unspecified,CHINA,2020-08-10,World Health Organization COVID-19 Dashboard,121,"1,426,106,093",0.0085,
COVID-19,Unspecified,CHINA,2020-08-11,World Health Organization COVID-19 Dashboard,113,"1,426,106,093",0.0079,
COVID-19,Unspecified,CHINA,2020-08-12,World Health Organization COVID-19 Dashboard,61,"1,426,106,093",0.0043,
COVID-19,Unspecified,CHINA,2020-08-13,World Health Organization COVID-19 Dashboard,82,"1,426,106,093",0.0057,
COVID-19,Unspecified,CHINA,2020-08-14,World Health Organization COVID-19 Dashboard,99,"1,426,106,093",0.0069,
COVID-19,Unspecified,CHINA,2020-08-15,World Health Organization COVID-19 Dashboard,70,"1,426,106,093",0.0049,
COVID-19,Unspecified,CHINA,2020-08-16,World Health Organization COVID-19 Dashboard,66,"1,426,106,093",0.0046,
COVID-19,Unspecified,CHINA,2020-08-17,World Health Organization COVID-19 Dashboard,98,"1,426,106,093",0.0069,
COVID-19,Unspecified,CHINA,2020-08-18,World Health Organization COVID-19 Dashboard,67,"1,426,106,093",0.0047,
COVID-19,Unspecified,CHINA,2020-08-19,World Health Organization COVID-19 Dashboard,54,"1,426,106,093",0.0038,
COVID-19,Unspecified,CHINA,2020-08-20,World Health Organization COVID-19 Dashboard,33,"1,426,106,093",0.0023,
COVID-19,Unspecified,CHINA,2020-08-21,World Health Organization COVID-19 Dashboard,40,"1,426,106,093",0.0028,
COVID-19,Unspecified,CHINA,2020-08-22,World Health Organization COVID-19 Dashboard,50,"1,426,106,093",0.0035,
COVID-19,Unspecified,CHINA,2020-08-23,World Health Organization COVID-19 Dashboard,38,"1,426,106,093",0.0027,
COVID-19,Unspecified,CHINA,2020-08-24,World Health Organization COVID-19 Dashboard,41,"1,426,106,093",0.0029,
COVID-19,Unspecified,CHINA,2020-08-25,World Health Organization COVID-19 Dashboard,23,"1,426,106,093",0.0016,
COVID-19,Unspecified,CHINA,2020-08-26,World Health Organization COVID-19 Dashboard,34,"1,426,106,093",0.0024,
COVID-19,Unspecified,CHINA,2020-08-27,World Health Organization COVID-19 Dashboard,32,"1,426,106,093",0.0022,
COVID-19,Unspecified,CHINA,2020-08-28,World Health Organization COVID-19 Dashboard,30,"1,426,106,093",0.0021,
COVID-19,Unspecified,CHINA,2020-08-29,World Health Organization COVID-19 Dashboard,22,"1,426,106,093",0.0015,
COVID-19,Unspecified,CHINA,2020-08-30,World Health Organization COVID-19 Dashboard,28,"1,426,106,093",0.002,
COVID-19,Unspecified,CHINA,2020-08-31,World Health Organization COVID-19 Dashboard,32,"1,426,106,093",0.0022,
COVID-19,Unspecified,CHINA,2020-09-01,World Health Organization COVID-19 Dashboard,19,"1,426,106,093",0.0013,
COVID-19,Unspecified,CHINA,2020-09-02,World Health Organization COVID-19 Dashboard,20,"1,426,106,093",0.0014,
COVID-19,Unspecified,CHINA,2020-09-03,World Health Organization COVID-19 Dashboard,20,"1,426,106,093",0.0014,
COVID-19,Unspecified,CHINA,2020-09-04,World Health Organization COVID-19 Dashboard,33,"1,426,106,093",0.0023,
COVID-19,Unspecified,CHINA,2020-09-05,World Health Organization COVID-19 Dashboard,23,"1,426,106,093",0.0016,
COVID-19,Unspecified,CHINA,2020-09-06,World Health Organization COVID-19 Dashboard,19,"1,426,106,093",0.0013,
COVID-19,Unspecified,CHINA,2020-09-07,World Health Organization COVID-19 Dashboard,34,"1,426,106,093",0.0024,
COVID-19,Unspecified,CHINA,2020-09-08,World Health Organization COVID-19 Dashboard,22,"1,426,106,093",0.0015,
COVID-19,Unspecified,CHINA,2020-09-09,World Health Organization COVID-19 Dashboard,9,"1,426,106,093",0.0006,
COVID-19,Unspecified,CHINA,2020-09-10,World Health Organization COVID-19 Dashboard,13,"1,426,106,093",0.0009,
COVID-19,Unspecified,CHINA,2020-09-11,World Health Organization COVID-19 Dashboard,28,"1,426,106,093",0.002,
COVID-19,Unspecified,CHINA,2020-09-12,World Health Organization COVID-19 Dashboard,20,"1,426,106,093",0.0014,
COVID-19,Unspecified,CHINA,2020-09-13,World Health Organization COVID-19 Dashboard,23,"1,426,106,093",0.0016,
COVID-19,Unspecified,CHINA,2020-09-14,World Health Organization COVID-19 Dashboard,29,"1,426,106,093",0.002,
COVID-19,Unspecified,CHINA,2020-09-15,World Health Organization COVID-19 Dashboard,23,"1,426,106,093",0.0016,
COVID-19,Unspecified,CHINA,2020-09-16,World Health Organization COVID-19 Dashboard,16,"1,426,106,093",0.0011,
COVID-19,Unspecified,CHINA,2020-09-17,World Health Organization COVID-19 Dashboard,19,"1,426,106,093",0.0013,
COVID-19,Unspecified,CHINA,2020-09-18,World Health Organization COVID-19 Dashboard,44,"1,426,106,093",0.0031,
COVID-19,Unspecified,CHINA,2020-09-19,World Health Organization COVID-19 Dashboard,17,"1,426,106,093",0.0012,
COVID-19,Unspecified,CHINA,2020-09-20,World Health Organization COVID-19 Dashboard,26,"1,426,106,093",0.0018,
COVID-19,Unspecified,CHINA,2020-09-21,World Health Organization COVID-19 Dashboard,36,"1,426,106,093",0.0025,
COVID-19,Unspecified,CHINA,2020-09-22,World Health Organization COVID-19 Dashboard,14,"1,426,106,093",0.001,
COVID-19,Unspecified,CHINA,2020-09-23,World Health Organization COVID-19 Dashboard,18,"1,426,106,093",0.0013,
COVID-19,Unspecified,CHINA,2020-09-24,World Health Organization COVID-19 Dashboard,10,"1,426,106,093",0.0007,
COVID-19,Unspecified,CHINA,2020-09-25,World Health Organization COVID-19 Dashboard,15,"1,426,106,093",0.0011,
COVID-19,Unspecified,CHINA,2020-09-26,World Health Organization COVID-19 Dashboard,18,"1,426,106,093",0.0013,
COVID-19,Unspecified,CHINA,2020-09-27,World Health Organization COVID-19 Dashboard,15,"1,426,106,093",0.0011,
COVID-19,Unspecified,CHINA,2020-09-28,World Health Organization COVID-19 Dashboard,27,"1,426,106,093",0.0019,
COVID-19,Unspecified,CHINA,2020-09-29,World Health Organization COVID-19 Dashboard,25,"1,426,106,093",0.0018,
COVID-19,Unspecified,CHINA,2020-09-30,World Health Organization COVID-19 Dashboard,23,"1,426,106,093",0.0016,
COVID-19,Unspecified,CHINA,2020-10-01,World Health Organization COVID-19 Dashboard,20,"1,426,106,093",0.0014,
